feature,coefficient,odds_ratio,absolute_coefficient
categorical__primary_vendor_Fedora,-0.10603327226257452,0.8993947226807129,0.10603327226257452
categorical__primary_cwe_CWE-706,-0.10091107281543936,0.9040134206797871,0.10091107281543936
categorical__primary_vendor_cilium,-0.0984278614087731,0.906261066652879,0.0984278614087731
categorical__primary_vendor_Proofpoint,-0.09690215386547477,0.9076448113248895,0.09690215386547477
categorical__primary_vendor_Tribe29,-0.0942516538537192,0.910053714897207,0.0942516538537192
categorical__primary_vendor_HashiCorp,-0.0929171105862914,0.9112690317214898,0.0929171105862914
categorical__primary_vendor_Collne Inc.,-0.09001135855528498,0.9139208043922896,0.09001135855528498
categorical__primary_vendor_The Wireshark Foundation,-0.08919728670330047,0.9146651045098713,0.08919728670330047
categorical__primary_vendor_nvidia,-0.0886161312925317,0.9151968215745578,0.0886161312925317
categorical__primary_vendor_Exiv2,-0.08806029140536274,0.9157056658774783,0.08806029140536274
categorical__primary_vendor_The OpenNMS Group,-0.08728469313322958,0.9164161611035335,0.08728469313322958
categorical__primary_vendor_Yokogawa Electric Corporation,-0.08372339224569698,0.9196856130870456,0.08372339224569698
categorical__primary_vendor_HasThemes,-0.08328179381888538,0.9200918344937117,0.08328179381888538
categorical__primary_vendor_LOGITEC CORPORATION,-0.08303715079651416,0.9203169560770508,0.08303715079651416
categorical__attack_vector_LOCAL,-0.08301605994838628,0.9203363665468919,0.08301605994838628
categorical__primary_vendor_Gopi Ramasamy,-0.08017404378440411,0.9229556977046232,0.08017404378440411
categorical__primary_vendor_Byzoro,-0.07931513896821442,0.9237487693362781,0.07931513896821442
categorical__primary_cwe_CWE-441,-0.07727603668044086,0.9256343093162733,0.07727603668044086
categorical__primary_vendor_BigProf,-0.07680699208215841,0.9260685749260507,0.07680699208215841
categorical__primary_cwe_CWE-614,-0.07254355781504104,0.9300252359107957,0.07254355781504104
categorical__primary_cwe_CWE-471,-0.07099097034490799,0.9314703029451827,0.07099097034490799
categorical__primary_vendor_firefly-iii,-0.06787355299187142,0.9343786154880983,0.06787355299187142
categorical__primary_vendor_Supsystic,-0.06701907611866045,0.935177361612302,0.06701907611866045
categorical__primary_vendor_PHPGurukul,-0.06620848083317286,0.9359357192917754,0.06620848083317286
categorical__privileges_required_NONE,-0.06583851183632186,0.936282050552923,0.06583851183632186
categorical__attack_vector_NETWORK,0.06528119858077927,1.067459150182812,0.06528119858077927
categorical__primary_vendor_Checkmk GmbH,-0.06483804576126881,0.9372192377149914,0.06483804576126881
categorical__primary_vendor_wproyal,-0.06386984225744587,0.9381270960897068,0.06386984225744587
categorical__primary_vendor_nik00726,-0.05743873842855496,0.9441797305487344,0.05743873842855496
categorical__primary_vendor_prasunsen,-0.05487454981693491,0.9466038921366471,0.05487454981693491
categorical__primary_vendor_Campcodes,-0.054454872187997806,0.9470012439876508,0.054454872187997806
categorical__primary_vendor_Broadcom,-0.054369112813559946,0.9470824617044676,0.054369112813559946
categorical__primary_vendor_SanDisk,-0.053986399810138336,0.9474449918459491,0.053986399810138336
categorical__primary_vendor_wickedplugins,-0.053662098901721376,0.9477522989447722,0.053662098901721376
categorical__primary_vendor_Itech,-0.053557639635112064,0.9478513056258399,0.053557639635112064
categorical__primary_vendor_FreeBSD,-0.05255553743379999,0.948801625585059,0.05255553743379999
categorical__primary_vendor_code-projects,-0.051777159814418376,0.9495404390362727,0.051777159814418376
"categorical__primary_vendor_WESEEK, Inc.",-0.0496345000737846,0.9515771623303872,0.0496345000737846
categorical__primary_vendor_wpdevteam,-0.04863265469144766,0.9525309732221462,0.04863265469144766
categorical__primary_cwe_CWE-1004,-0.046714884324406764,0.9543594616463307,0.046714884324406764
categorical__primary_vendor_Hallo Welt! GmbH,-0.04455304871974304,0.9564248616333875,0.04455304871974304
categorical__primary_vendor_NLnet Labs,-0.044016095024639455,0.956938555399471,0.044016095024639455
categorical__primary_vendor_Thecosy,-0.04381690244788921,0.9571291894419255,0.04381690244788921
categorical__primary_vendor_emrevona,-0.04322387188491734,0.9576969646413602,0.04322387188491734
categorical__primary_vendor_BestWebSoft,-0.04296988902142132,0.9579402341506369,0.04296988902142132
"categorical__primary_vendor_Cybozu, Inc.",-0.03746340788661013,0.9632296636850297,0.03746340788661013
categorical__primary_vendor_shakee93,-0.037147707858057585,0.963533803323278,0.037147707858057585
categorical__primary_vendor_Wago,-0.03643906103871926,0.9642168504793408,0.03643906103871926
categorical__primary_vendor_GZ Scripts,-0.03498921294675496,0.9656158323507847,0.03498921294675496
categorical__primary_vendor_pluginbuilders,-0.03343714954336159,0.9671156929842287,0.03343714954336159
categorical__primary_vendor_vcita,-0.03335749671200534,0.9671927295554738,0.03335749671200534
categorical__primary_vendor_CodeAstro,-0.02960506924180648,0.9708288680291641,0.02960506924180648
categorical__primary_vendor_Siemens AG,-0.027876546677037588,0.9725084187865943,0.027876546677037588
categorical__primary_vendor_Automattic,-0.027601002524757737,0.9727764247164715,0.027601002524757737
categorical__primary_vendor_Symantec,-0.02685062322211475,0.9735066499503647,0.02685062322211475
categorical__primary_cwe_CWE-451,-0.026725631926943192,0.9736283374121785,0.026725631926943192
categorical__primary_vendor_roxnor,-0.02385177498208961,0.9764304304500725,0.02385177498208961
categorical__primary_vendor_Bug Finder,-0.023056652541802933,0.9772071209378002,0.023056652541802933
categorical__primary_vendor_SimplePHPscripts,-0.022691491679520986,0.9775640238922393,0.022691491679520986
categorical__primary_vendor_Nozomi Networks,-0.02210974467492464,0.9781328842853113,0.02210974467492464
categorical__primary_vendor_mooSocial,-0.020670084637184016,0.9795420772464191,0.020670084637184016
categorical__primary_vendor_phpscriptpoint,-0.019857450284536417,0.9803384103082312,0.019857450284536417
categorical__primary_vendor_Tongda,-0.016909637470362792,0.9832325279992452,0.016909637470362792
categorical__primary_vendor_Intel,-0.01668947555591291,0.9834490221859717,0.01668947555591291
categorical__primary_vendor_The Document Foundation,-0.01494597454250852,0.9851651621639537,0.01494597454250852
categorical__primary_vendor_gopiplus,-0.014847241016949387,0.9852624357956774,0.014847241016949387
categorical__primary_cwe_CWE-316,-0.013910254556980538,0.9861860459950864,0.013910254556980538
categorical__primary_vendor_funnelforms,-0.012086496642462972,0.9879862516723616,0.012086496642462972
categorical__primary_vendor_TrueConf,-0.011592382907555857,0.9884745498767022,0.011592382907555857
categorical__primary_vendor_IBOS,-0.006822830066540547,0.9932003925937478,0.006822830066540547
categorical__user_interaction_infrequent_sklearn,-0.001756382537775376,0.9982451589993924,0.001756382537775376
categorical__attack_vector_infrequent_sklearn,-0.0010624872662537838,0.9989380769734915,0.0010624872662537838
categorical__primary_vendor_Joomla!,-2.6021661550820852e-05,0.9999739786770097,2.6021661550820852e-05
categorical__primary_vendor_NAVER,-1.2534517585536404e-05,0.9999874655609712,1.2534517585536404e-05
categorical__primary_vendor_Ays Pro,-1.9097991176433677e-06,0.999998090202706,1.9097991176433677e-06
